Cod_Identificacao;Municipio;PIB;;
4313375;Nova Santa Rita (RS);524361;;
4313391;Novo Cabrais (RS);44736;;
4313409;Novo Hamburgo (RS);5536880;;
4313425;Novo Machado (RS);56117;;
4313441;Novo Tiradentes (RS);25033;;
4313466;Novo Xingu (RS);25962;;
4313490;Novo Barreiro (RS);42423;;
4313508;Osório (RS);1239025;;
4313607;Paim Filho (RS);65457;;
4313656;Palmares do Sul (RS);178193;;
4313706;Palmeira das Missões (RS);642628;;
4313805;Palmitinho (RS);79192;;
4313904;Panambi (RS);1100161;;
4313953;Pantano Grande (RS);158235;;
4314001;Paraí (RS);143527;;
4314027;Paraíso do Sul (RS);80377;;
4314035;Pareci Novo (RS);49842;;
4314050;Parobé (RS);729607;;
4314068;Passa Sete (RS);50410;;
4314076;Passo do Sobrado (RS);91883;;
4314100;Passo Fundo (RS);3903722;;
4314134;Paulo Bento (RS);46621;;
4314159;Paverama (RS);87373;;
4314175;Pedras Altas (RS);39314;;
4314209;Pedro Osório (RS);105593;;
4314308;Pejuçara (RS);118717;;
4314407;Pelotas (RS);4227940;;
4314423;Picada Café (RS);238961;;
4314456;Pinhal (RS);35759;;
4314464;Pinhal da Serra (RS);319504;;
4314472;Pinhal Grande (RS);338627;;
4314498;Pinheirinho do Vale (RS);44923;;
4314506;Pinheiro Machado (RS);160692;;
4314548;Pinto Bandeira (RS);...;;
4314555;Pirapó (RS);28364;;
4314605;Piratini (RS);182158;;
4314704;Planalto (RS);98172;;
4314753;Poço das Antas (RS);26794;;
4314779;Pontão (RS);110778;;
4314787;Ponte Preta (RS);26064;;
4314803;Portão (RS);761657;;
4314902;Porto Alegre (RS);42724992;;
4315008;Porto Lucena (RS);53950;;
4315057;Porto Mauá (RS);27848;;
4315073;Porto Vera Cruz (RS);18369;;
4315107;Porto Xavier (RS);93760;;
4315131;Pouso Novo (RS);28794;;
4315149;Presidente Lucena (RS);35205;;
4315156;Progresso (RS);68682;;
4315172;Protásio Alves (RS);27191;;
4315206;Putinga (RS);53495;;
4315305;Quaraí (RS);241715;;
4315313;Quatro Irmãos (RS);47980;;
4315321;Quevedos (RS);58505;;
4315354;Quinze de Novembro (RS);73118;;
4315404;Redentora (RS);68468;;
4315453;Relvado (RS);30884;;
4315503;Restinga Sêca (RS);199249;;
4315552;Rio dos Índios (RS);39770;;
4315602;Rio Grande (RS);5143121;;
4315701;Rio Pardo (RS);439146;;
4315750;Riozinho (RS);72344;;
4315800;Roca Sales (RS);203690;;
4315909;Rodeio Bonito (RS);73328;;
4315958;Rolador (RS);44485;;
4316006;Rolante (RS);297375;;
4316105;Ronda Alta (RS);155991;;
4316204;Rondinha (RS);85923;;
4316303;Roque Gonzales (RS);79677;;
4316402;Rosário do Sul (RS);521125;;
4316428;Sagrada Família (RS);25367;;
4316436;Saldanha Marinho (RS);64711;;
4316451;Salto do Jacuí (RS);438446;;
4316477;Salvador das Missões (RS);59579;;
4316501;Salvador do Sul (RS);169695;;
4316600;Sananduva (RS);278521;;
4316709;Santa Bárbara do Sul (RS);263234;;
4316733;Santa Cecília do Sul (RS);35138;;
4316758;Santa Clara do Sul (RS);90470;;
4316808;Santa Cruz do Sul (RS);4176628;;
4316907;Santa Maria (RS);4006384;;
4316956;Santa Maria do Herval (RS);123943;;
4316972;Santa Margarida do Sul (RS);91181;;
4317004;Santana da Boa Vista (RS);73889;;
4317103;Sant'Ana do Livramento (RS);873868;;
4317202;Santa Rosa (RS);1486462;;
4317251;Santa Tereza (RS);23491;;
4317301;Santa Vitória do Palmar (RS);450869;;
4317400;Santiago (RS);547609;;
4317509;Santo Ângelo (RS);1203996;;
4317558;Santo Antônio do Palma (RS);35973;;
4317608;Santo Antônio da Patrulha (RS);573106;;
4317707;Santo Antônio das Missões (RS);149619;;
4317756;Santo Antônio do Planalto (RS);53061;;
4317806;Santo Augusto (RS);244638;;
4317905;Santo Cristo (RS);274500;;
4317954;Santo Expedito do Sul (RS);34997;;
4318002;São Borja (RS);982265;;
4318051;São Domingos do Sul (RS);33589;;
4318101;São Francisco de Assis (RS);188821;;
4318200;São Francisco de Paula (RS);326081;;
4318309;São Gabriel (RS);996980;;
4318408;São Jerônimo (RS);346806;;
4318424;São João da Urtiga (RS);61366;;
4318432;São João do Polêsine (RS);29942;;
4318440;São Jorge (RS);43726;;
4318457;São José das Missões (RS);30873;;
4318465;São José do Herval (RS);26427;;
4318481;São José do Hortêncio (RS);77234;;
4318499;São José do Inhacorá (RS);37786;;
4318507;São José do Norte (RS);205442;;
4318606;São José do Ouro (RS);158343;;
4318614;São José do Sul (RS);30467;;
4318622;São José dos Ausentes (RS);60491;;
4318705;São Leopoldo (RS);4455336;;
4318804;São Lourenço do Sul (RS);485235;;
4318903;São Luiz Gonzaga (RS);522978;;
4319000;São Marcos (RS);408329;;
4319109;São Martinho (RS);94956;;
4319125;São Martinho da Serra (RS);72328;;
4319158;São Miguel das Missões (RS);189716;;
4319208;São Nicolau (RS);60154;;
4319307;São Paulo das Missões (RS);75343;;
4319356;São Pedro da Serra (RS);33053;;
4319364;São Pedro das Missões (RS);24120;;
4319372;São Pedro do Butiá (RS);49810;;
4319406;São Pedro do Sul (RS);182866;;
4319505;São Sebastião do Caí (RS);389760;;
4319604;São Sepé (RS);328887;;
4319703;São Valentim (RS);56726;;
4319711;São Valentim do Sul (RS);38531;;
4319737;São Valério do Sul (RS);27286;;
4319752;São Vendelino (RS);32137;;
4319802;São Vicente do Sul (RS);101807;;
4319901;Sapiranga (RS);1571774;;
4320008;Sapucaia do Sul (RS);2242808;;
4320107;Sarandi (RS);449684;;
4320206;Seberi (RS);152152;;
4320230;Sede Nova (RS);49861;;
4320263;Segredo (RS);73685;;
4320305;Selbach (RS);118424;;
4320321;Senador Salgado Filho (RS);43134;;
4320354;Sentinela do Sul (RS);47026;;
4320404;Serafina Corrêa (RS);364123;;
4320453;Sério (RS);25258;;
4320503;Sertão (RS);129825;;
4320552;Sertão Santana (RS);81311;;
4320578;Sete de Setembro (RS);34429;;
4320602;Severiano de Almeida (RS);51093;;
4320651;Silveira Martins (RS);25083;;
4320677;Sinimbu (RS);110719;;
4320701;Sobradinho (RS);218756;;
4320800;Soledade (RS);363255;;
4320859;Tabaí (RS);46205;;
4320909;Tapejara (RS);429588;;
4321006;Tapera (RS);257340;;
4321105;Tapes (RS);206604;;
4321204;Taquara (RS);774211;;
4321303;Taquari (RS);424905;;
4321329;Taquaruçu do Sul (RS);38975;;
4321352;Tavares (RS);54752;;
4321402;Tenente Portela (RS);163289;;
4321436;Terra de Areia (RS);88774;;
4321451;Teutônia (RS);697408;;
4321469;Tio Hugo (RS);54105;;
4321477;Tiradentes do Sul (RS);59616;;
4321493;Toropi (RS);32495;;
4321501;Torres (RS);505242;;
4321600;Tramandaí (RS);485428;;
4321626;Travesseiro (RS);44431;;
4321634;Três Arroios (RS);38522;;
4321667;Três Cachoeiras (RS);115972;;
4321709;Três Coroas (RS);720061;;
4321808;Três de Maio (RS);408324;;
4321832;Três Forquilhas (RS);27446;;
4321857;Três Palmeiras (RS);64836;;
4321907;Três Passos (RS);380637;;
4321956;Trindade do Sul (RS);75700;;
4322004;Triunfo (RS);5670541;;
4322103;Tucunduva (RS);108793;;
4322152;Tunas (RS);41433;;
4322186;Tupanci do Sul (RS);25546;;
4322202;Tupanciretã (RS);535175;;
4322251;Tupandi (RS);183648;;
4322301;Tuparendi (RS);137988;;
4322327;Turuçu (RS);42963;;
4322343;Ubiretama (RS);28613;;
4322350;União da Serra (RS);30784;;
4322376;Unistalda (RS);29289;;
4322400;Uruguaiana (RS);1518547;;
4322509;Vacaria (RS);1214765;;
4322525;Vale Verde (RS);40318;;
4322533;Vale do Sol (RS);210211;;
4322541;Vale Real (RS);58801;;
4322558;Vanini (RS);30731;;
4322608;Venâncio Aires (RS);1722109;;
4322707;Vera Cruz (RS);388823;;
4322806;Veranópolis (RS);612325;;
4322855;Vespasiano Corrêa (RS);34526;;
4322905;Viadutos (RS);58802;;
4323002;Viamão (RS);1948820;;
4323101;Vicente Dutra (RS);46112;;
4323200;Victor Graeff (RS);73928;;
4323309;Vila Flores (RS);87574;;
4323358;Vila Lângaro (RS);43271;;
4323408;Vila Maria (RS);113769;;
4323457;Vila Nova do Sul (RS);46748;;
4323507;Vista Alegre (RS);39384;;
4323606;Vista Alegre do Prata (RS);34646;;
4323705;Vista Gaúcha (RS);36629;;
4323754;Vitória das Missões (RS);41305;;
4323770;Westfália (RS);67026;;
4323804;Xangri-lá (RS);207981;;
5000203;Água Clara (MS);338434;;
5000252;Alcinópolis (MS);122766;;
5000609;Amambai (MS);402429;;
5000708;Anastácio (MS);204119;;
5000807;Anaurilândia (MS);117178;;
5000856;Angélica (MS);248495;;
5000906;Antônio João (MS);146268;;
5001003;Aparecida do Taboado (MS);494481;;
5001102;Aquidauana (MS);532555;;
5001243;Aral Moreira (MS);215020;;
5001508;Bandeirantes (MS);131522;;
5001904;Bataguassu (MS);455726;;
5002001;Batayporã (MS);210418;;
5002100;Bela Vista (MS);252396;;
5002159;Bodoquena (MS);140096;;
5002209;Bonito (MS);275194;;
5002308;Brasilândia (MS);335281;;
5002407;Caarapó (MS);529082;;
5002605;Camapuã (MS);225731;;
5002704;Campo Grande (MS);15089120;;
5002803;Caracol (MS);74328;;
5002902;Cassilândia (MS);325443;;
5002951;Chapadão do Sul (MS);767560;;
5003108;Corguinho (MS);64172;;
5003157;Coronel Sapucaia (MS);100398;;
5003207;Corumbá (MS);1863760;;
5003256;Costa Rica (MS);544859;;
5003306;Coxim (MS);530702;;
5003454;Deodápolis (MS);124672;;
5003488;Dois Irmãos do Buriti (MS);98564;;
5003504;Douradina (MS);57506;;
5003702;Dourados (MS);3765442;;
5003751;Eldorado (MS);189937;;
5003801;Fátima do Sul (MS);195819;;
5003900;Figueirão (MS);52999;;
5004007;Glória de Dourados (MS);91301;;
5004106;Guia Lopes da Laguna (MS);109940;;
5004304;Iguatemi (MS);224451;;
5004403;Inocência (MS);150218;;
5004502;Itaporã (MS);294271;;
5004601;Itaquiraí (MS);266482;;
5004700;Ivinhema (MS);314315;;
5004809;Japorã (MS);44885;;
5004908;Jaraguari (MS);96140;;
5005004;Jardim (MS);261617;;
5005103;Jateí (MS);88804;;
5005152;Juti (MS);99219;;
5005202;Ladário (MS);138878;;
5005251;Laguna Carapã (MS);202981;;
5005400;Maracaju (MS);1113719;;
5005608;Miranda (MS);273227;;
5005681;Mundo Novo (MS);222052;;
5005707;Naviraí (MS);807936;;
5005806;Nioaque (MS);145367;;
5006002;Nova Alvorada do Sul (MS);458684;;
5006200;Nova Andradina (MS);864838;;
5006259;Novo Horizonte do Sul (MS);71064;;
5006275;Paraíso das Águas (MS);...;;
5006309;Paranaíba (MS);611469;;
5006358;Paranhos (MS);77860;;
5006408;Pedro Gomes (MS);119151;;
5006606;Ponta Porã (MS);1050415;;
5006903;Porto Murtinho (MS);230214;;
5007109;Ribas do Rio Pardo (MS);358151;;
5007208;Rio Brilhante (MS);1039413;;
5007307;Rio Negro (MS);54781;;
5007406;Rio Verde de Mato Grosso (MS);247286;;
5007505;Rochedo (MS);85856;;
5007554;Santa Rita do Pardo (MS);150069;;
5007695;São Gabriel do Oeste (MS);629918;;
5007703;Sete Quedas (MS);101645;;
5007802;Selvíria (MS);1471242;;
5007901;Sidrolândia (MS);764488;;
5007935;Sonora (MS);314248;;
5007950;Tacuru (MS);103583;;
5007976;Taquarussu (MS);75180;;
5008008;Terenos (MS);221679;;
5008305;Três Lagoas (MS);3917073;;
5008404;Vicentina (MS);84070;;
5100102;Acorizal (MT);32559;;
5100201;Água Boa (MT);354550;;
5100250;Alta Floresta (MT);682974;;
5100300;Alto Araguaia (MT);565690;;
5100359;Alto Boa Vista (MT);40553;;
5100409;Alto Garças (MT);269635;;
5100508;Alto Paraguai (MT);55183;;
5100607;Alto Taquari (MT);392611;;
5100805;Apiacás (MT);94705;;
5101001;Araguaiana (MT);41693;;
5101209;Araguainha (MT);11609;;
5101258;Araputanga (MT);286282;;
5101308;Arenápolis (MT);87149;;
5101407;Aripuanã (MT);267864;;
5101605;Barão de Melgaço (MT);52974;;
5101704;Barra do Bugres (MT);703562;;
5101803;Barra do Garças (MT);882331;;
5101852;Bom Jesus do Araguaia (MT);61478;;
5101902;Brasnorte (MT);265710;;
5102504;Cáceres (MT);895992;;
5102603;Campinápolis (MT);118097;;
5102637;Campo Novo do Parecis (MT);1026351;;
5102678;Campo Verde (MT);937129;;
5102686;Campos de Júlio (MT);302203;;
5102694;Canabrava do Norte (MT);43746;;
5102702;Canarana (MT);327535;;
5102793;Carlinda (MT);76697;;
5102850;Castanheira (MT);82162;;
5103007;Chapada dos Guimarães (MT);155976;;
5103056;Cláudia (MT);140844;;
5103106;Cocalinho (MT);75429;;
5103205;Colíder (MT);426300;;
5103254;Colniza (MT);223793;;
5103304;Comodoro (MT);241723;;
5103353;Confresa (MT);191367;;
5103361;Conquista D'Oeste (MT);51062;;
5103379;Cotriguaçu (MT);118342;;
5103403;Cuiabá (MT);12541779;;
5103437;Curvelândia (MT);42022;;
5103452;Denise (MT);225806;;
5103502;Diamantino (MT);729471;;
5103601;Dom Aquino (MT);186656;;
5103700;Feliz Natal (MT);134529;;
5103809;Figueirópolis D'Oeste (MT);41463;;
5103858;Gaúcha do Norte (MT);89439;;
5103908;General Carneiro (MT);86282;;
5103957;Glória D'Oeste (MT);37056;;
5104104;Guarantã do Norte (MT);301442;;
5104203;Guiratinga (MT);189014;;
5104500;Indiavaí (MT);27796;;
5104526;Ipiranga do Norte (MT);209738;;
5104542;Itanhangá (MT);85976;;
5104559;Itaúba (MT);63834;;
5104609;Itiquira (MT);549109;;
5104807;Jaciara (MT);446475;;
5104906;Jangada (MT);103526;;
5105002;Jauru (MT);205786;;
5105101;Juara (MT);462097;;
5105150;Juína (MT);475733;;
5105176;Juruena (MT);99338;;
5105200;Juscimeira (MT);124899;;
5105234;Lambari D'Oeste (MT);154767;;
5105259;Lucas do Rio Verde (MT);1371530;;
5105309;Luciara (MT);17234;;
5105507;Vila Bela da Santíssima Trindade (MT);214806;;
5105580;Marcelândia (MT);134980;;
5105606;Matupá (MT);235413;;
5105622;Mirassol d'Oeste (MT);344011;;
5105903;Nobres (MT);335279;;
5106000;Nortelândia (MT);54170;;
5106109;Nossa Senhora do Livramento (MT);82874;;
5106158;Nova Bandeirantes (MT);118400;;
5106174;Nova Nazaré (MT);24228;;
5106182;Nova Lacerda (MT);113331;;
5106190;Nova Santa Helena (MT);35765;;
5106208;Nova Brasilândia (MT);38250;;
5106216;Nova Canaã do Norte (MT);142908;;
5106224;Nova Mutum (MT);1112453;;
5106232;Nova Olímpia (MT);464083;;
5106240;Nova Ubiratã (MT);265204;;
5106257;Nova Xavantina (MT);230237;;
5106265;Novo Mundo (MT);73475;;
5106273;Novo Horizonte do Norte (MT);28464;;
5106281;Novo São Joaquim (MT);154568;;
5106299;Paranaíta (MT);106421;;
5106307;Paranatinga (MT);304703;;
5106315;Novo Santo Antônio (MT);17284;;
5106372;Pedra Preta (MT);416554;;
5106422;Peixoto de Azevedo (MT);205351;;
5106455;Planalto da Serra (MT);27364;;
5106505;Poconé (MT);270747;;
5106653;Pontal do Araguaia (MT);40230;;
5106703;Ponte Branca (MT);14257;;
5106752;Pontes e Lacerda (MT);497065;;
5106778;Porto Alegre do Norte (MT);74346;;
5106802;Porto dos Gaúchos (MT);83928;;
5106828;Porto Esperidião (MT);125697;;
5106851;Porto Estrela (MT);30714;;
5107008;Poxoréu (MT);265120;;
5107040;Primavera do Leste (MT);1522291;;
5107065;Querência (MT);322215;;
5107107;São José dos Quatro Marcos (MT);216185;;
5107156;Reserva do Cabaçal (MT);70594;;
5107180;Ribeirão Cascalheira (MT);96613;;
5107198;Ribeirãozinho (MT);26779;;
5107206;Rio Branco (MT);46747;;
5107248;Santa Carmem (MT);73059;;
5107263;Santo Afonso (MT);24623;;
5107297;São José do Povo (MT);24340;;
5107305;São José do Rio Claro (MT);324972;;
5107354;São José do Xingu (MT);75128;;
5107404;São Pedro da Cipa (MT);30569;;
5107578;Rondolândia (MT);50717;;
5107602;Rondonópolis (MT);4826132;;
5107701;Rosário Oeste (MT);140042;;
5107743;Santa Cruz do Xingu (MT);25215;;
5107750;Salto do Céu (MT);34875;;
5107768;Santa Rita do Trivelato (MT);170788;;
5107776;Santa Terezinha (MT);46853;;
5107792;Santo Antônio do Leste (MT);141735;;
5107800;Santo Antônio do Leverger (MT);176621;;
5107859;São Félix do Araguaia (MT);116930;;
5107875;Sapezal (MT);827963;;
5107883;Serra Nova Dourada (MT);13758;;
5107909;Sinop (MT);2240641;;
5107925;Sorriso (MT);1834499;;
5107941;Tabaporã (MT);132178;;
5107958;Tangará da Serra (MT);1464263;;
5108006;Tapurah (MT);254163;;
5108055;Terra Nova do Norte (MT);127005;;
5108105;Tesouro (MT);50405;;
5108204;Torixoréu (MT);46757;;
5108303;União do Sul (MT);56270;;
5108352;Vale de São Domingos (MT);30648;;
5108402;Várzea Grande (MT);3908580;;
5108501;Vera (MT);179085;;
5108600;Vila Rica (MT);248343;;
5108808;Nova Guarita (MT);45253;;
5108857;Nova Marilândia (MT);49542;;
5108907;Nova Maringá (MT);138359;;
5108956;Nova Monte Verde (MT);99885;;
5200050;Abadia de Goiás (GO);59043;;
5200100;Abadiânia (GO);127498;;
5200134;Acreúna (GO);303946;;
5200159;Adelândia (GO);21648;;
5200175;Água Fria de Goiás (GO);118934;;
5200209;Água Limpa (GO);28740;;
5200258;Águas Lindas de Goiás (GO);767597;;
5200308;Alexânia (GO);344662;;
5200506;Aloândia (GO);21338;;
5200555;Alto Horizonte (GO);742108;;
5200605;Alto Paraíso de Goiás (GO);63705;;
5200803;Alvorada do Norte (GO);72651;;
5200829;Amaralina (GO);33360;;
5200852;Americano do Brasil (GO);72071;;
5200902;Amorinópolis (GO);37134;;
5201108;Anápolis (GO);11060524;;
5201207;Anhanguera (GO);11491;;
5201306;Anicuns (GO);308864;;
5201405;Aparecida de Goiânia (GO);5808581;;
5201454;Aparecida do Rio Doce (GO);45137;;
5201504;Aporé (GO);85607;;
5201603;Araçu (GO);32186;;
5201702;Aragarças (GO);111587;;
5201801;Aragoiânia (GO);57897;;
5202155;Araguapaz (GO);72435;;
5202353;Arenópolis (GO);73454;;
5202502;Aruanã (GO);90039;;
5202601;Aurilândia (GO);33787;;
5202809;Avelinópolis (GO);33764;;
5203104;Baliza (GO);32213;;
5203203;Barro Alto (GO);124126;;
5203302;Bela Vista de Goiás (GO);387922;;
5203401;Bom Jardim de Goiás (GO);85211;;
5203500;Bom Jesus de Goiás (GO);303871;;
5203559;Bonfinópolis (GO);48138;;
5203575;Bonópolis (GO);39476;;
5203609;Brazabrantes (GO);38187;;
5203807;Britânia (GO);60669;;
5203906;Buriti Alegre (GO);169958;;
5203939;Buriti de Goiás (GO);23872;;
5203962;Buritinópolis (GO);18197;;
5204003;Cabeceiras (GO);133980;;
5204102;Cachoeira Alta (GO);118874;;
5204201;Cachoeira de Goiás (GO);16344;;
5204250;Cachoeira Dourada (GO);489169;;
5204300;Caçu (GO);360444;;
5204409;Caiapônia (GO);355733;;
5204508;Caldas Novas (GO);1197471;;
5204557;Caldazinha (GO);26602;;
5204607;Campestre de Goiás (GO);27973;;
5204656;Campinaçu (GO);31704;;
5204706;Campinorte (GO);114493;;
5204805;Campo Alegre de Goiás (GO);198585;;
5204854;Campo Limpo de Goiás (GO);51933;;
5204904;Campos Belos (GO);147134;;
5204953;Campos Verdes (GO);33465;;
5205000;Carmo do Rio Verde (GO);175795;;
5205059;Castelândia (GO);49648;;
5205109;Catalão (GO);5018785;;
5205208;Caturaí (GO);36990;;
5205307;Cavalcante (GO);305422;;
5205406;Ceres (GO);281773;;
5205455;Cezarina (GO);269081;;
5205471;Chapadão do Céu (GO);932925;;
5205497;Cidade Ocidental (GO);336091;;
5205513;Cocalzinho de Goiás (GO);153576;;
5205521;Colinas do Sul (GO);26248;;
5205703;Córrego do Ouro (GO);32079;;
5205802;Corumbá de Goiás (GO);68041;;
5205901;Corumbaíba (GO);253545;;
5206206;Cristalina (GO);1060336;;
5206305;Cristianópolis (GO);41854;;
5206404;Crixás (GO);257576;;
5206503;Cromínia (GO);38784;;
5206602;Cumari (GO);44968;;
5206701;Damianópolis (GO);18967;;
5206800;Damolândia (GO);22839;;
5206909;Davinópolis (GO);116321;;
5207105;Diorama (GO);25046;;
5207253;Doverlândia (GO);110859;;
5207352;Edealina (GO);69634;;
5207402;Edéia (GO);343620;;
5207501;Estrela do Norte (GO);31087;;
5207535;Faina (GO);64982;;
5207600;Fazenda Nova (GO);61577;;
5207808;Firminópolis (GO);83159;;
5207907;Flores de Goiás (GO);80493;;
5208004;Formosa (GO);1085949;;
5208103;Formoso (GO);36067;;
5208152;Gameleira de Goiás (GO);76439;;
5208301;Divinópolis de Goiás (GO);34552;;
5208400;Goianápolis (GO);85192;;
5208509;Goiandira (GO);57390;;
5208608;Goianésia (GO);677334;;
5208707;Goiânia (GO);29038011;;
5208806;Goianira (GO);322592;;
5208905;Goiás (GO);238780;;
5209101;Goiatuba (GO);712144;;
5209150;Gouvelândia (GO);77357;;
5209200;Guapó (GO);115363;;
5209291;Guaraíta (GO);18553;;
5209408;Guarani de Goiás (GO);26299;;
5209457;Guarinos (GO);17971;;
5209606;Heitoraí (GO);28532;;
5209705;Hidrolândia (GO);251865;;
5209804;Hidrolina (GO);36887;;
5209903;Iaciara (GO);82994;;
5209937;Inaciolândia (GO);83435;;
5209952;Indiara (GO);187526;;
5210000;Inhumas (GO);581552;;
5210109;Ipameri (GO);683804;;
5210158;Ipiranga de Goiás (GO);22763;;
5210208;Iporá (GO);301138;;
5210307;Israelândia (GO);27506;;
5210406;Itaberaí (GO);520256;;
5210562;Itaguari (GO);38353;;
5210604;Itaguaru (GO);46484;;
5210802;Itajá (GO);68154;;
5210901;Itapaci (GO);190384;;
5211008;Itapirapuã (GO);93936;;
5211206;Itapuranga (GO);230409;;
5211305;Itarumã (GO);101121;;
5211404;Itauçu (GO);70441;;
5211503;Itumbiara (GO);2269362;;
5211602;Ivolândia (GO);32148;;
5211701;Jandaia (GO);147097;;
5211800;Jaraguá (GO);422245;;
5211909;Jataí (GO);2244413;;
5212006;Jaupaci (GO);25682;;
5212055;Jesúpolis (GO);15935;;
5212105;Joviânia (GO);96494;;
5212204;Jussara (GO);247606;;
5212253;Lagoa Santa (GO);20580;;
5212303;Leopoldo de Bulhões (GO);111098;;
5212501;Luziânia (GO);2167164;;
5212600;Mairipotaba (GO);31072;;
5212709;Mambaí (GO);37958;;
5212808;Mara Rosa (GO);103271;;
5212907;Marzagão (GO);28164;;
5212956;Matrinchã (GO);51471;;
5213004;Maurilândia (GO);99988;;
5213053;Mimoso de Goiás (GO);30961;;
5213087;Minaçu (GO);930915;;
5213103;Mineiros (GO);1173434;;
5213400;Moiporá (GO);18905;;
5213509;Monte Alegre de Goiás (GO);47084;;
5213707;Montes Claros de Goiás (GO);129955;;
5213756;Montividiu (GO);385212;;
5213772;Montividiu do Norte (GO);34341;;
5213806;Morrinhos (GO);667440;;
5213855;Morro Agudo de Goiás (GO);20177;;
5213905;Mossâmedes (GO);49868;;
5214002;Mozarlândia (GO);279972;;
5214051;Mundo Novo (GO);68409;;
5214101;Mutunópolis (GO);33231;;
5214408;Nazário (GO);91495;;
